geneNames	GSM161945	GSM161946	GSM161948	GSM161949	GSM161950	GSM161951	GSM161952	GSM161953	GSM161954	GSM161955	GSM161956	GSM161957	GSM161958	GSM161959	GSM161960	GSM161961	GSM161962	GSM161963	GSM161964	GSM161965	GSM161966	GSM161967	GSM161968	GSM161969	GSM161970	GSM161971
CCDC57	186.859	172.9955	188.646	178.146	163.699	191.424	188.704	192.1345	186.321	162.0605	174.6885	189.468	170.485	165.385	167.7025	180.7055	173.56445	176.2275	175.547	166.4985	154.6025	184.2588	179.324	177.7515	199.5395	178.5735
CCDC59	452.545	386.2355	328.3155	409.7075	364.8195	341.2555	453.542	429.81	443.7255	381.9205	389.641	353.6225	436.102	426.79	437.033	404.447	321.179	402.2135	394.542	455.5265	475.9325	629.8295	738.301	774.459	91.20765	288.2005
CCDC6	223.337	224.674	231.1085	245.3535	172.4244	235.6925	228.09	328.407	204.343	196.98155	188.78865	189.7233	283.6455	244.941	270.8565	264.425	247.795	212.979	390.7675	325.622	414.09	304.669	251.852	230.135	61.7249	284.0255
CCDC61	139.6549333	148.1429333	155.966	144.6607	160.2049667	160.2573667	149.1350333	156.2748333	161.2290667	149.7709	174.6826333	157.4495667	144.9737	152.4899333	146.553	151.5665	170.8688333	150.3252667	155.6446667	159.3864333	138.5048	149.3032	160.264	159.0622	168.0103333	162.9023
CCDC62	167.443	153.206	131.392	153.015	129.516	164.99	158.54	160.092	153.144	170.373	144.552	157.858	172.689	156.566	155.9	158.576	140.59	174.03	182.684	167.585	108.399	102.925	124.756	113.929	157.544	146.43
CCDC64	114.3517	107.9414	107.30845	110.01535	107.5393	117.3796	105.5221	105.23505	88.2778	112.15445	119.03355	114.53965	103.20815	100.82725	97.2743	93.54375	103.72575	111.30595	110.31335	105.41135	104.28095	105.06965	112.1964	120.89725	128.6366	102.68655
CCDC66	177.097	141.868	159.779	174.203	176.814	140.857	166.151	187.41	177.508	222.851	164.324	131.811	175.148	185.447	165.855	189.394	151.943	169.587	171.742	205.654	220.365	164.237	140.686	143.723	67.9905	107.511
CCDC68	85.0763	79.5575	82.5141	91.0315	88.1518	85.9473	71.46	66.1825	88.9489	90.563	80.0899	99.8844	72.2799	85.1504	67.8059	87.6398	90.9155	84.529	74.4969	79.4619	88.9215	94.7998	78.1143	76.4355	75.6338	81.1847
CCDC69	640.086	1162.43	989.162	859.847	773.544	917.168	681.215	1370.07	925.358	441.566	568.552	1220.84	734.787	503.726	628.281	982.641	781.976	798.949	750.015	680.513	588.462	321.693	874.537	835.003	379.895	1234.05
CCDC7	86.0902	83.7059	97.148	102.537	99.7526	108.092	86.2915	95.7672	95.4343	91.9018	91.1296	87.3873	101.492	92.0366	95.5762	93.6188	123.229	107.913	92.5339	102.061	80.4122	79.5024	116.363	90.1207	109.46	93.6775
CCDC70	63.3053	51.7513	59.6676	47.5673	52.4647	75.969	70.0026	47.5616	65.5094	60.7169	68.1411	65.4492	59.4271	70.9901	67.4211	53.4328	90.2798	63.4711	64.9011	61.0814	57.4361	91.0118	83.7161	77.5153	76.2009	63.9612
CCDC71	246.889	272.621	278.579	253.16	261.912	255.147	265.599	267.258	269.307	291.692	276.884	324.33	278.118	237.113	352.292	240.422	210.264	235.693	275.832	250.232	203.636	247.346	277.214	296.546	276.899	279.927
CCDC71L	129.776125	144.76565	168.6907	144.287975	143.3071	148.654675	165.2148	158.5686	158.2934	137.745825	157.40885	153.35905	137.888225	148.171975	139.45675	151.99115	172.995025	149.61135	178.2794	153.550925	172.407425	205.134575	676.60775	699.78375	171.87415	154.539925
CCDC77	124.203	138.277	132.418	117.319	104.923	131.037	117.043	124.241	111.388	114.454	114.429	128.342	118.189	119.244	98.3294	112.46	158.215	178.982	145.228	147.12	123.154	85.2715	111.558	83.1984	142.038	117.935
CCDC8	386.649	351.073	321.2345	401.7545	450.824	357.34	324.777	383.584	334.1135	355.003	483.894	409.5915	329.253	361.35	321.394	367.4705	420.4915	332.0555	332.67	304.609	202.2205	257.7245	266.3455	264.098	270.182	292.442
CCDC80	198.5105	241.2575	444.0545	266.7475	344.687	296.424	315.515	631.8475	205.785	191.693	251.0235	265.006	262.465	234.7685	197.2175	303.993	403.0815	169.796	205.027	295.301	109.904	115.23385	207.806	183.554	166.687	176.026
CCDC81	105.751	136.932	128.591	170.827	97.2259	128.766	113.575	120.603	117.954	123.878	133.896	138.13	128.7	117.916	134.956	155.215	144.637	145.115	134.868	137.944	135.953	97.0022	128.565	134.717	128.627	143.477
CCDC82	200.5511	180.8042	160.5024	174.3446667	194.0739	176.1583667	196.7483667	207.6238667	181.7738667	171.0604	172.5126667	167.9930667	186.1197667	225.3293667	194.5276667	203.0136	168.8288667	193.0744333	160.6546667	207.0585	209.7143667	176.0931333	168.5689667	168.3255333	77.82863333	116.2413
CCDC84	598.591	514.324	403.302	465.456	419.305	494.906	493.17	599.626	489.494	378.28	411.361	542.741	524.154	571.8	546.105	514.659	316.302	503.624	473.374	528.176	469.417	528.613	241.093	217.941	201.612	444.009
CCDC85A	322.741	294.633	344.651	272.192	324.213	334.253	302.45	290.016	330.574	314.499	341.095	371.76	299.808	290.708	314.41	296.82	274.598	279.729	305.39	262.235	192.425	247.871	326.924	295.058	327.606	289.881
CCDC85B	210.7401667	239.3155333	208.7669	208.2512667	227.5788333	193.8672333	222.7997	201.5142667	196.4739	199.0056	203.4243	194.3223333	240.3992333	190.8992667	216.5577333	264.6976	203.1877667	187.8711333	226.9409333	239.9672667	265.5886333	252.034	307.5033667	290.9198333	356.3958333	266.6837333
CCDC85C	154.424	132.992	143.331	146.4	123.7505	137.0475	152.307	153.6115	140.2375	131.5965	156.498	133.6875	146.843	158.3905	149.0095	160.259	141.8285	150.4095	150.9525	153.6135	183.1425	161.995	148.9285	138.244	197.898	183.922
CCDC86	223.539	274.671	248.098	271.79	244.884	248.048	298.057	284.583	258.327	276.075	216.835	220.272	251.818	291.362	261.545	301.1	274.612	265.874	276.89	317.714	511.725	1186.79	505.598	506.688	456.196	368.158
CCDC87	88.3746	94.4156	87.0966	84.8128	82.7973	77.2219	90.5836	81.6249	89.2235	100.343	91.1372	94.0472	90.7543	110.136	102.381	76.4877	84.3646	99.5113	96.4546	104.112	78.7559	81.7167	87.5802	84.49	109.917	89.0021
CCDC88A	128.0442667	133.0529	120.9852667	137.1199667	123.6028	110.0816333	147.0325667	241.8875	115.2096	108.2237667	118.5791667	113.881	121.2007	118.9423333	130.0245	127.0735667	118.4674	136.7804	117.0789667	139.7540667	101.2255333	76.86606667	62.2035	51.82413333	53.9995	78.61323333
CCDC88B	283.945	297.652	293.775	269.297	285.049	324.864	272.598	284.171	325.363	284.959	310.563	349.18	250.072	287.988	242.079	311.414	338.141	285.519	271.231	268.937	230.676	262.67	287.795	292.307	297.794	254.433
CCDC88C	129.0105667	121.7723333	119.9417	108.3564333	106.9999	114.4316667	121.1038	125.0779667	119.9555333	119.1140667	114.2854333	138.8260333	112.3396333	106.2961333	121.0523	114.6341	113.8227667	112.5538333	114.8225667	117.8946667	95.32916667	105.1269	118.6831667	117.6765667	122.5976667	115.2118
CCDC9	204.809	199.428	212.679	187.069	191.74	189.613	195.074	186.395	205.562	207.313	188.764	201.819	181.508	208.466	180.022	191.228	186.263	190.018	228.888	199.428	184.911	234.768	210.902	193.55	227.2	185.298
CCDC90B	295.93645	296.0637	244.72775	305.5335	270.657	263.6921	332.1386	375.9655	239.51615	215.3142	227.4661	220.52345	274.2819	289.27665	290.0643	292.47395	294.1007	273.061	241.572	282.29135	288.3925	162.4288	385.0155	369.79	85.13015	227.1784
CCDC91	410.362	424.382	437.702	412.422	404.938	444.602	511.548	594.941	363.574	365.446	348.3	387.432	518.474	470.382	304.813	409.896	370.426	472.349	431.298	462.569	540.738	349.253	350.281	292.331	53.8128	214.873
CCDC92	1294.08	1263.97	1400.96	1369.75	1207.12	1174.49	1308.26	1315.62	1307.66	1138.66	1130.29	1272.34	1311.94	1198.88	1318.94	1476.26	1095.58	1387.2	1359.9	1216.82	1446.46	1729.59	944.81	836.732	1150.97	1408.67
CCDC93	206.7263333	209.6783333	201.3303333	187.6273333	193.1786667	204.519	217.85	219.5993333	199.697	195.053	211.628	210.608	203.8143333	230.6056667	207.5046667	217.018	182.7176667	237.8136667	224.603	214.59	181.795	132.9467	147.445	145.3816667	142.0463333	169.8243333
CCDC94	197.831	224.719	189.735	193.365	162.791	200.586	194.101	213.333	188.879	201.384	202.056	194.101	203.914	198.189	192.832	208.572	210.165	216.455	201.42	207.47	243.5	250.707	216.047	197.872	272.984	240.371
CCDC97	359.785	298.5475	240.946	287.7605	355.018	306.779	299.168	319.546	281.039	267.4925	318.9795	317.295	451.1215	403.0295	348.849	354.723	387.615	415.8595	338.1705	393.6475	229.5415	323.0855	205.643	190.661	322.555	293.3985
CCHCR1	358.9382	445.4695	318.99275	409.67925	361.589875	374.795	398.3455	356.241225	307.074825	347.475525	321.526775	292.443675	486.44405	489.689575	454.937975	475.5807	508.520225	427.29495	365.505825	392.571075	452.081375	394.6378	436.258325	419.6158	468.4615	515.2894
CCIN	139.758	162.17	168.476	139.745	166.71	155.527	171.215	141.152	162.148	161.109	168.97	147.254	167.877	143.838	151.364	156.333	135.626	120.822	166.336	140.221	100.037	132.242	145.612	158.988	169.586	144.278
CCK	61.658	70.7519	80.9202	84.1158	68.0635	93.3077	91.0265	77.3963	66.0598	88.0438	71.298	80.7055	63.437	90.6467	76.587	81.4706	102.396	88.8327	106.845	106.527	92.1842	75.7108	107.42	95.6576	133.589	101.763
CCKAR	166.012	206.556	181.243	143.5945	156.868	171.8175	165.9185	166.5505	172.916	158.536	166.6065	171.5605	175.645	172.6205	162.3675	175.627	157.8695	162.4685	179.7065	158.281	144.1945	142.512	184.0425	183.3605	197.7615	158.848
CCKBR	81.0835	95.6674	83.1628	95.7012	69.0235	97.6439	99.6234	74.7442	94.6389	68.5392	90.8036	95.3771	66.5538	85.8016	68.0675	78.0214	99.8878	89.0028	87.0044	84.8812	70.5521	82.6445	87.691	75.5415	96.6489	85.9357
CCL1	78.0304	93.0199	107.958	94.6646	98.2782	101.213	94.9313	97.0042	79.0979	93.9782	102.95	103.759	98.7101	94.2688	89.3964	106.047	132.664	114.117	118.116	92.7269	98.2246	96.5111	138.432	146.102	134.137	109.514
CCL11	96.5415	86.2859	103.026	125.217	83.6086	95.9451	92.1796	123.064	76.6346	105.842	97.8409	103.917	110.486	112.637	127.354	117.119	136.806	117.03	123.734	136.75	124.871	101.874	105.784	117.472	115.246	129.669
CCL13	97.11425	131.979	129.09725	125.654	122.4014	121.18195	131.604	116.41275	121.4701	115.3224	114.00145	117.0552	117.8151	116.9465	120.18165	123.019	123.0505	124.05945	116.6628	119.9345	99.69715	103.55015	132.785	129.2115	153.8345	137.322
CCL16	172.03	203.954	171.496	180.66	154.163	170.339	154.41	151.484	165.177	183.597	160.111	209.713	148.931	173.832	164.882	174.799	191.245	138.256	191.746	189.63	93.1093	86.4292	179.714	163.803	258.271	203.526
CCL17	201.949	186.311	220.794	265.927	193.767	225.015	191.225	170.511	216.123	207.297	169.657	217.331	175.146	173.934	179.133	215.089	213.284	185.793	213.856	197.092	140.816	115.519	162.028	167.417	231.122	162.896
CCL18	202.812	169.8095	195.989	213.8275	150.1623	187.8785	171.879	182.3255	173.913	190.3995	161.6458	177.159	189.6615	186.046	198.4325	192.282	191.6335	193.5265	181.389	194.9675	212.9375	208.6415	191.201	191.09	257.674	230.416
CCL19	280.371	268.928	217.506	297.874	237.768	251.145	227.694	266.226	200.809	260.52	221.296	245.195	225.703	252.776	259.631	241.583	230.533	255.657	255.415	273.99	173.698	136.112	157.946	186.707	156.529	213.945
CCL2	263.541	169.214	553.312	300.181	204.983	167.564	223.572	238.811	197.614	123.707	136.603	177.059	172.433	191.837	164.018	203.786	143.762	167.478	196.939	264.382	168.681	244.012	208.058	221.325	189.403	219.881
CCL20	58.9166	65.0552	68.8908	60.3738	67.0954	65.288	59.5003	70.2679	77.3244	79.9068	81.6314	55.8464	63.4589	76.2384	59.3521	68.7415	66.0131	61.9924	62.7654	54.5308	60.481	64.4885	69.2315	69.2624	76.268	58.7754
CCL21	201.65	215.028	247.616	191.889	243.355	225.59	212.546	197.509	207.94	227.375	239.916	211.366	195.891	185.844	196.275	219.317	196.845	199.18	179.78	197.147	170.943	224.086	213.159	212.406	269.378	223.928
CCL22	263.286	219.452	245.612	268.11	251.104	259.259	224.078	219.118	220.418	245.859	233.783	261.055	215.095	232.242	231.971	256.332	249.2	238.78	258.916	251.085	198.677	195.317	257.584	264.089	267.307	279.677
CCL23	36.76135	38.5543	31.56775	35.4823	33.94265	39.91205	33.0734	27.32705	34.9829	33.0746	32.508	42.43115	28.91365	33.77795	38.39725	27.85	38.06015	32.78235	39.58135	32.3985	33.842	56.9098	50.71905	38.3393	48.04785	29.2725
CCL24	145.718	156.383	162.646	154.615	122.246	165.919	145.513	143.146	129.746	126.992	134.349	142.653	141.795	153.096	131.923	161.044	177.218	185.066	160.17	155.986	128.195	138.286	158.239	149.512	203.47	187.38
CCL25	95.4105	109.838	97.2111	106.833	91.1955	110.202	104.398	89.4445	117.504	104.04	117.387	98.2561	104.331	104.978	112.706	101.125	118.102	84.2203	122.528	113.82	111.743	112.854	121.079	124.815	145.763	125.905
CCL26	81.0911	92.1824	96.265	96.4653	89.2164	91.8136	106.406	97.1061	94.7622	96.6926	106.07	105.554	93.3248	98.3791	90.0106	103.332	87.5743	89.8285	84.3179	93.7739	118.665	133.86	116.071	99.3449	122.06	98.659
CCL27	136.957	178.321	131.39	137.057	124.497	145.926	113.654	105.08	128.729	71.0665	139.459	160.765	105.084	124.772	99.1213	131.156	177.537	122.932	122.465	110.216	77.419	96.6021	134.638	114.146	146.733	108.64
CCL28	108.23725	99.561495	117.10105	95.64565	103.965	105.15115	92.14795	88.6204	102.64055	110.52045	99.5586	104.0922	98.54865	101.6227	100.43915	97.11812	97.379275	96.39315	113.96905	94.50735	83.94395	92.05955	105.35685	101.0267	108.13755	99.019595
CCL4	131.384	108.23	115.522	119.025	114.814	126.869	117.185	117.298	111.974	141.292	112.915	153.238	120.502	106.851	113.016	103.252	97.3393	116.684	112.027	109.982	80.3811	115.284	111.708	148.504	125.91	127.665
CCL5	81.36135	68.4457	70.26255	73.053	83.4156	65.926	81.56725	128.1295	63.7737	66.72185	70.54735	78.90215	70.2351	66.86295	113.462	72.11075	73.245	74.02445	82.9309	98.707	67.2889	69.4593	73.8798	69.1863	119.6335	76.72995
CCL7	192.557	227.847	202.535	183.166	206.363	156.838	193.659	176.753	230.692	182.992	170.552	225.266	200.83	176.536	218.426	188.617	130.276	145.742	202.604	185.246	125.762	161.472	168.281	196.157	225.858	179.701
CCL8	115.116	79.7832	126.24	86.4639	119.364	96.8561	114.697	107.294	114.09	109.935	94.5541	101.435	99.2046	106.486	102.654	100.547	103.028	106.587	100.459	106.992	94.2654	109.203	81.8377	100.188	90.4862	91.1097
CCM2	443.963	568.44	458	611.205	472.855	484.808	507.132	694.694	419.948	429.225	472.786	498.336	615.622	419.632	506.912	684.547	615.345	574.397	572.07	565.951	803.656	728.565	417.744	403.762	708.391	802.774
CCM2L	114.493	118.549	109.511	104.491	116.881	104.641	115.054	113.986	121.166	142.781	139.412	135.124	118.269	111.434	118.62	118.016	99.0386	108.167	103.698	122.595	135.905	191.178	97.3467	110.436	174.744	133.599
CCNA1	61.2579	48.9279	43.4417	63.495	46.0127	59.9623	43.8519	43.5436	46.5336	55.1554	40.6185	64.9437	56.2458	46.8316	63.9841	51.7895	55.8884	56.1596	57.4115	60.3011	39.8532	64.2658	56.6709	66.9807	55.3434	57.3877
CCNA2	54.07115	41.25665	53.78145	59.47895	42.0482	53.9159	47.25395	59.34725	47.39075	58.5967	47.63785	49.77255	46.74965	58.19075	45.4394	54.36355	50.13945	59.87875	46.88875	53.95225	52.8313	54.62395	48.63345	41.8405	40.4643	37.0441
CCNB1	28.46585	28.37685	29.2696	37.94945	21.428685	31.2278	29.4229	28.8279	34.19905	32.06695	25.64554	27.29415	32.7096	25.9487	34.1395	29.963085	39.02325	36.58155	30.34365	35.73045	32.6882	38.402	40.9637	42.04845	29.6151	33.87655
CCNB1IP1	454.214	451.303	440.53	505.045	411.969	392.056	507.711	471.37	394.38	447.326	419.572	403.796	503.887	632.978	532.04	553.16	337.596	473.101	375.68	526.137	1069.31	1029.36	602.73	589.263	102.829	435.869
CCNB2	77.03223333	80.30123333	75.54286667	69.9117	74.69603333	71.27726667	75.7963	68.09123333	76.2633	71.20943333	78.05786667	80.5469	72.26673333	67.70446667	70.17103333	68.07943333	60.04966667	72.6654	68.98613333	78.68183333	59.2066	66.58833333	74.65086667	77.11366667	83.67053333	72.51586667
CCNB3	65.0988	65.965	67.6644	75.297	66.548	78.1737	75.5287	67.8411	66.7244	81.8648	77.7396	66.5963	75.7984	83.8344	82.7324	71.1779	87.8396	74.3857	80.1355	76.5721	99.2225	89.4558	86.0482	83.0613	77.6273	75.6026
CCNC	348.556	280.555	314.845	360.301	305.814	281.005	354.004	433.736	334.432	283.99	256.947	292.24	318.798	308.465	291.154	336.332	345.925	288.07	293.854	383.982	470.664	531.011	339	312.6	73.7685	267.977
CCND1	123.085	128.7365	134.167	135.104	139.446	113.2471	131.86	132.1775	125.5135	120.9735	134.7975	135.9805	116.2585	113.945	103.89545	157.5435	145.7415	123.522	106.946	123.84	103.8428	92.22365	110.108	106.616	131.4285	134.5225
CCND2	96.79	127.089475	106.6372	109.33155	116.2316	113.1227	128.8357	157.5194	119.381575	102.545725	107.7048	99.691675	104.0581	100.2413	104.97105	108.977125	114.0888	102.155	107.020775	107.788	125.395325	127.10335	94.876925	82.801575	109.39695	117.66255
CCND3	199.505	202.308	205.347	195.362	253.907	174.811	207.247	257.929	219.468	223.386	200.949	184.255	211.658	207.865	208.355	229.022	235.026	196.046	186.299	238.182	364.336	454.513	242.886	251.026	301.25	225.232
CCNDBP1	631.919	558.093	722.663	699.639	689.396	583.347	713.741	990.657	489.249	539.016	695.268	611.629	894.339	916.811	697.34	687.724	607.943	737.675	740.549	1014.86	992.736	1248.35	964.628	1025.9	291.793	614.6
CCNE1	166.251	138.51	173.608	197.599	163.461	212.18	206.885	176.573	168.183	209.054	157.866	168.762	172.398	184.881	179.744	166.248	202.152	183.334	216.874	191.871	288.219	160.063	248.427	242.67	257.764	225.391
CCNE2	33.1251	27.97925	23.32005	26.72565	25.44845	30.16115	24.6836	27.08655	28.3868	35.6171	27.6775	25.375	26.99425	21.72665	24.4628	21.086	23.94075	27.0905	18.7549	17.69055	36.28875	27.53525	41.8487	46.3901	27.57295	23.6438
CCNF	228.3146	330.8033	305.78725	345.2856	237.91675	213.70055	192.92705	250.39795	317.84345	251.7562	299.82625	268.84145	371.84825	225.3265	272.5519	338.88185	348.00485	236.74565	327.10125	285.341	117.79085	111.85515	309.8279	326.23115	150.94775	242.4751
CCNG1	4865.33	5058.28	5505.83	5355.05	3310.74	5016.7	3763.52	4497.03	4464.53	3380.45	3685.9	4216.27	3581.04	4621.78	5075.65	4630.01	3186.83	3761.38	7286.06	5420.38	2447.08	2192.4	3954.56	3719.37	254.918	2612.81
CCNG2	235.70275	296.6395	207.194175	206.1077	242.524725	285.6665	306.858	451.17725	207.27875	162.4946	184.24135	296.4055	227.508	179.87085	180.248875	173.3532	170.903325	206.225025	173.36025	274.6615	207.5537	183.3266	135.8938	140.323625	95.735175	173.24035
CCNH	331.119	387.074	305.439	363.78	330.679	330.197	388.36	423.381	290.351	376.082	291.128	332.319	369.128	307.57	323.757	383.145	313.291	289.155	334.349	391.785	351.468	525.179	758.103	692.143	116.373	383.242
CCNI	2646.216333	2330.4063	2486.743333	2317.003333	2410.203567	2457.12	2389.335833	2590.818667	2485.267	2241.229133	2570.815333	2461.908	2436.914667	2390.415667	2456.076333	2163.547667	2457.291	2739.557667	2624.1	2760.348	2052.317333	2573.515333	1769.568667	1748.822	702.1723333	2613.271667
CCNJ	101.0054	134.4507	119.2039333	128.3867	144.2469333	99.57816667	127.9799667	123.8705333	131.4806333	116.1933	118.2038667	121.6048	123.5604	106.7344	125.3723667	116.8309667	100.6084667	102.2614333	120.7126667	113.1107667	103.7312333	106.3119	116.666	108.7716667	101.0251333	100.2251333
CCNJL	168.372	162.452	150.981	132.847	147.979	143.036	141.305	149.968	159.643	153.457	139.31	161.582	145.175	144.761	145.941	139.313	114.528	125.488	159.252	136.381	113.584	120.048	151.743	145.647	160.712	147.175
CCNK	324.3547	308.39735	284.3515	315.6965	307.9784	291.433	346.629	320.8913	300.5812	303.1765	275.625	321.0435	312.4451	326.1788	355.0635	328.6485	278.82705	315.1239	317.6591	343.4999	350.44165	576.89335	272.246	266.235	378.7575	395.13075
CCNL1	671.458	627.033	2160.1	614.202	360.572	384.164	440.773	810.443	625.507	541.101	338	408.913	456.82	493.383	381.763	436.737	370.987	458.65	404.058	477.512	389.707	833.619	604.483	592.906	180.939	385.803
CCNL2	329.0076667	372.255	316.5346667	305.9656667	333.2536667	298.4373333	327.729	448.9803333	319.482	316.9873333	374.095	378.1936667	368.703	396.1186667	357.6366667	385.5393333	272.8686667	387.1563333	303.6663333	399.9533333	233.5636667	359.6186667	188.8016667	184.7893333	203.1373333	258.7576667
CCNO	56.5113	62.5168	59.8705	53.0861	45.6238	66.0318	55.0867	61.615	62.3946	67.1435	62.3169	69.894	56.6812	58.9109	54.5298	59.3279	59.0731	56.8855	50.5973	61.4295	56.1013	86.6159	75.456	100.33	88.0968	89.028
CCNT1	278.23	249.216	261.7565	299.1465	269.6355	249.335	287.8195	279.857	254.53	278.4805	220.3935	235.068	286.8195	310.4515	276.592	277.0575	265.5795	274.346	262.0075	323.7605	390.72	342.4055	273.1595	275.3005	145.9795	280.582
CCNT2	170.2394	166.9245	159.08025	161.404975	147.39625	167.80975	183.2545	204.552825	156.61575	168.649175	160.1175	168.02875	163.5836	193.979	179.331725	168.370925	154.91095	189.235675	150.128	183.277	191.501675	180.9572	159.195	165.286775	112.1047	140.95275
CCNY	271.253	272.445975	286.335225	255.51725	266.182	242.50825	275.20425	336.5455	268.746275	261.65775	233.300875	267.795075	304.923	258.789475	287.5065	291.85365	275.7349	273.238	278.297925	288.832	306.0505	302.8935	268.7435	250.49175	195.751725	310.017
CCNYL1	119.2025	109.433	124.589	131.3725	100.77425	127.5045	118.983	130.0805	126.5505	107.1925	120.964	118.76555	127.3415	127.161	117.36	128.1545	127.8335	123.689	152.9395	151.2365	120.42235	104.259	147.5395	134.041	85.48175	105.9701
CCP110	207.805	133.927	161.389	240.175	148.955	201.274	171.897	302.063	198.13	191.195	146.52	190.911	192.122	220.125	147.119	182.452	192.733	161.732	168.987	218.951	231.14	181.344	127.361	136.536	60.8725	88.3638
CCPG1	63.2973	82.3271	62.8869	68.3093	59.0006	57.9673	105.137	117.735	70.9125	58.3213	51.1111	53.3502	88.016	71.4659	72.8056	79.3461	88.0695	76.8069	82.7771	131.018	159.017	156.176	161.634	159.541	26.8824	46.3481
CCR1	96.85625	109.10845	134.615	116.65	134.361	102.4143	123.0275	119.833	105.79935	103.61305	105.454	111.1905	121.8645	102.75475	121.605	111.4865	109.685	105.574	129.0345	124.5215	139.999	162.5235	139.8565	132.398	141.8215	105.203
CCR10	101.859	134.959	125.591	110.645	119.829	106.786	110.185	119.407	116.267	123.353	120.62	139.299	114.887	116.897	108.553	125.509	130.223	103.321	109.873	113.26	77.9728	107.63	119.303	114.735	156.463	112.738
CCR2	33.5944	45.3461	41.53745	45.2667	42.97355	50.7733	41.25815	36.8791	42.63975	45.54385	42.7466	47.9994	45.6517	43.9865	50.0759	49.3879	48.06035	47.22015	42.21845	46.46085	44.03805	46.2517	43.37815	39.47215	51.30545	39.52295
CCR3	73.5456	64.5884	54.5387	68.741	72.288	49.6592	81.3584	53.4915	71.4331	68.8866	64.1977	60.2088	80.2995	149.423	92.8079	90.4467	71.2735	91.7234	64.4323	86.5264	37.8504	50.513	59.3983	49.1679	63.7602	59.3792
CCR4	137.115	113.094	115.879	163.126	110.858	137	151.951	121.649	130.653	144.734	142.577	143.255	130.769	149.85	116.815	132.209	140.333	154.627	144.288	135.929	147.274	203.875	166.701	191.593	157.733	150.505
CCR5	212.162	225.308	225.815	265.847	274.203	247.7	200.49	246.713	237.409	231.036	295.756	371.833	198.473	233.436	176.167	253.233	351.151	240.472	219.213	293.781	199.144	224.694	274.037	221.964	190.516	202.904
CCR6	104.661	109.992	112.091	87.3261	107.896	83.661	85.5117	90.9594	106.75	86.0785	87.9263	80.6971	134.308	100.414	109.316	93.4935	76.8902	81.0123	116.953	104.559	78.3352	79.553	90.7583	78.6704	108.842	106.355
CCR7	76.389	91.7293	83.3058	61.7924	71.2112	95.4331	81.2568	71.7773	94.3269	77.2968	76.0848	83.7037	62.232	75.2486	91.3405	68.8513	89.9414	86.2129	89.0224	69.1999	62.7703	76.932	80.0642	66.0187	99.3997	80.5226
CCR8	82.4779	84.4495	90.6632	95.6364	61.4881	107.162	90.0798	77.5804	100.149	95.9633	93.6938	87.2058	81.2676	74.3591	79.4155	83.8682	93.0231	88.04	94.4468	82.0348	60.2421	80.4055	86.862	99.9374	128.415	107
CCR9	75.936	72.075	86.8768	75.6793	61.3041	88.7075	72.0102	66.9395	88.2504	82.0691	74.937	57.3877	96.9009	103.212	92.1312	98.0498	108.263	101.696	105.545	105.877	95.726	71.7986	91.4957	83.655	76.7868	80.1342
CCRL2	111.272	146.545	147.785	155.258	124.305	116.722	134.645	130.882	130.393	125.389	142.136	109.039	136.469	126.118	125.106	133.5	113.671	125.671	148.883	146.043	121.449	137.366	170.514	176.042	183.109	182.736
CCRN4L	213.846	215.581	242.189	253.603	194.799	248.64	230.867	168.169	209.787	228.581	215.527	184.986	223.307	226.736	219.489	239.619	214.557	231.958	240.249	246.415	164.862	148.104	221.251	237.556	262.446	255.653
CCS	180.667	172.457	196.425	194.118	177.065	181.373	210.794	184.796	188.169	174.801	193.265	190.172	208.606	225.095	188.749	229.215	172.433	195.804	216.481	219.852	216.57	289.975	182.983	173.937	269.15	275.205
CCSAP	172.335	175.281	171.025	196.65	160.808	212.752	196.538	186.324	227.825	185.437	177.073	186.694	212.234	200.303	194.509	220.686	194.192	193.052	242.272	240.996	157.439	107.794	157.573	137.464	188.075	186.656
CCSER1	45.0909	55.8735	48.9786	32.7222	42.7531	49.4342	41.7437	40.8855	50.2297	38.8514	46.1756	48.8803	47.5719	55.2998	45.4699	58.3387	59.5463	49.6829	58.8745	34.9937	54.7284	44.9902	58.5186	40.0324	65.2733	43.457
CCSER2	1329.337	939.002	1091.1265	1124.2315	969.16	1118.125	1165.306	1363.5555	1059.2205	968.7395	946.935	1100.154	1179.4045	1138.108	1102.08	914.551	1219.534	1224.2505	978.3775	1336.354	1334.744	712.0185	462.9525	443.217	198.123	793.0455
CCT2	1264.704	1075.567	1104.7595	1254.7795	1058.734	946.5415	1204.94	1619.1755	1138.272	1032.7465	1106.666	990.4875	1239.0835	1117.8285	1108.7005	1203.735	1333.8905	1033.4765	1224.9795	1198.418	2025.55	2022.015	2544.43	2239.99	137.5955	751.4185
CCT4	1323.8755	1272.927	1255.4725	1280.605	1537.6895	1300.39	1548.9945	1724.8945	1372.4255	1483.7525	1581.225	1388.24	1421.331	1438.305	1325.813	1258.936	1439.74	1216.473	1621.0475	1677.0115	3225.068	1928.7095	2185.882	2057.608	383.7595	1188.788
CCT5	942.5675	1032.749	1056.1825	939.9727	1152.8095	1039.4225	1092.747	1212.705	1000.73545	1152.183	1128.1825	1022.1835	964.5345	900.943	876.1875	987.9525	1175.9759	912.885	1020.1195	991.1085	2565.869	1493.3975	1488.3485	1519.7425	224.3654	792.824
